page_no,institute,branch,seat_type,category,ur_opening,ur_closing,cat_opening,cat_closing
58,"NALANDA COLLEGE. OF ENGG,CHANDI",ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,General,BC,,,75,170
58,"NALANDA COLLEGE. OF ENGG,CHANDI",ARTIFICIAL INTELLIGENCE & MACHINE LEARNING,Female,BC,,,224,225
58,"NALANDA COLLEGE. OF ENGG,CHANDI",CIVIL ENGINEERING,General,SC,,,40,40
58,"NALANDA COLLEGE. OF ENGG,CHANDI",CIVIL ENGINEERING,Female,SC,,,319,590
58,"NALANDA COLLEGE. OF ENGG,CHANDI",COMPUTER SC. & ENGINEERING,Female,UR,127,355,,
58,"NALANDA COLLEGE. OF ENGG,CHANDI",COMPUTER SC. & ENGINEERING,General,SMQ,,,8,8
58,"NALANDA COLLEGE. OF ENGG,CHANDI",COMPUTER SC. & ENGINEERING,General,SC,,,17,65
58,"NALANDA COLLEGE. OF ENGG,CHANDI",COMPUTER SC. & ENGINEERING,General,RCG,,,61,84
58,"NALANDA COLLEGE. OF ENGG,CHANDI",COMPUTER SC. & ENGINEERING,General,E-UR,32,93,,
58,"NALANDA COLLEGE. OF ENGG,CHANDI",COMPUTER SC. & ENGINEERING,General,EBC,,,20,60
58,"NALANDA COLLEGE. OF ENGG,CHANDI",COMPUTER SC. & ENGINEERING,General,DQ,,,58,58
58,"NALANDA COLLEGE. OF ENGG,CHANDI",COMPUTER SC. & ENGINEERING,General,BC,,,30,46
58,"NALANDA COLLEGE. OF ENGG,CHANDI",ELECTRICAL & ELECTRONICS ENGINEERING,General,UR,359,1039,,
58,"NALANDA COLLEGE. OF ENGG,CHANDI",ELECTRICAL & ELECTRONICS ENGINEERING,General,SC,,,246,275
58,"NALANDA COLLEGE. OF ENGG,CHANDI",ELECTRICAL & ELECTRONICS ENGINEERING,General,RCG,,,239,239
58,"NALANDA COLLEGE. OF ENGG,CHANDI",ELECTRICAL & ELECTRONICS ENGINEERING,General,EWS,,,176,209
58,"NALANDA COLLEGE. OF ENGG,CHANDI",ELECTRICAL & ELECTRONICS ENGINEERING,Female,EWS,,,208,208
58,"NALANDA COLLEGE. OF ENGG,CHANDI",ELECTRICAL & ELECTRONICS ENGINEERING,General,E-UR,630,1042,,
58,"NALANDA COLLEGE. OF ENGG,CHANDI",ELECTRICAL & ELECTRONICS ENGINEERING,Female,EBC,,,308,308
58,"NALANDA COLLEGE. OF ENGG,CHANDI",ELECTRICAL & ELECTRONICS ENGINEERING,Female,BC,,,306,306
58,"NALANDA COLLEGE. OF ENGG,CHANDI",MECHANICAL ENGINEERING,General,UR,950,1186,,
58,"NALANDA COLLEGE. OF ENGG,CHANDI",MECHANICAL ENGINEERING,Female,UR,2043,10102,,
59,"NALANDA COLLEGE. OF ENGG,CHANDI",MECHANICAL ENGINEERING,General,SMQ,,,49,49
59,"NALANDA COLLEGE. OF ENGG,CHANDI",MECHANICAL ENGINEERING,General,SC,,,416,416
59,"NALANDA COLLEGE. OF ENGG,CHANDI",MECHANICAL ENGINEERING,General,EWS,,,163,163
59,"NALANDA COLLEGE. OF ENGG,CHANDI",MECHANICAL ENGINEERING,Female,EWS,,,1705,1713
59,"NALANDA COLLEGE. OF ENGG,CHANDI",MECHANICAL ENGINEERING,Female,EBC,,,2949,3148
59,"NALANDA COLLEGE. OF ENGG,CHANDI",MECHANICAL ENGINEERING,General,BC,,,871,871
59,"NALANDA COLLEGE. OF ENGG,CHANDI",MECHANICAL ENGINEERING,Female,BC,,,3953,5966
59,PURNEA COLLEGE OF ENGG.,CIVIL ENGINEERING,Female,UR,613,6119,,
59,PURNEA COLLEGE OF ENGG.,CIVIL ENGINEERING,General,SC,,,171,477
59,PURNEA COLLEGE OF ENGG.,CIVIL ENGINEERING,Female,SC,,,1378,1378
59,PURNEA COLLEGE OF ENGG.,CIVIL ENGINEERING,General,RCG,,,897,2497
59,PURNEA COLLEGE OF ENGG.,CIVIL ENGINEERING,Female,EWS,,,2590,2622
59,PURNEA COLLEGE OF ENGG.,CIVIL ENGINEERING,Female,EBC,,,1589,5467
59,PURNEA COLLEGE OF ENGG.,CIVIL ENGINEERING,General,BC,,,57,57
59,PURNEA COLLEGE OF ENGG.,CIVIL ENGINEERING,Female,BC,,,1293,1328
59,PURNEA COLLEGE OF ENGG.,COMPUTER SC. & ENGINEERING,Female,UR,257,257,,
59,PURNEA COLLEGE OF ENGG.,COMPUTER SC. & ENGINEERING,General,ST,,,5,5
59,PURNEA COLLEGE OF ENGG.,COMPUTER SC. & ENGINEERING,General,SMQ,,,16,90
59,PURNEA COLLEGE OF ENGG.,COMPUTER SC. & ENGINEERING,General,SC,,,85,85
59,PURNEA COLLEGE OF ENGG.,COMPUTER SC. & ENGINEERING,Female,SC,,,366,1159
59,PURNEA COLLEGE OF ENGG.,COMPUTER SC. & ENGINEERING,General,EBC,,,41,41
59,PURNEA COLLEGE OF ENGG.,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),General,UR,159,347,,
59,PURNEA COLLEGE OF ENGG.,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),General,ST,,,19,19
59,PURNEA COLLEGE OF ENGG.,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),General,SMQ,,,17,20
59,PURNEA COLLEGE OF ENGG.,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),General,SC,,,95,793
59,PURNEA COLLEGE OF ENGG.,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),Female,SC,,,134,134
59,PURNEA COLLEGE OF ENGG.,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),Female,EWS,,,219,219
59,PURNEA COLLEGE OF ENGG.,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),Female,E-UR,861,861,,
59,PURNEA COLLEGE OF ENGG.,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),General,EBC,,,203,203
59,PURNEA COLLEGE OF ENGG.,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),Female,EBC,,,736,1549
59,PURNEA COLLEGE OF ENGG.,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE),Female,BC,,,439,687
59,PURNEA COLLEGE OF ENGG.,ELECTRICAL ENGINEERING,General,UR,372,1812,,
60,PURNEA COLLEGE OF ENGG.,ELECTRICAL ENGINEERING,Female,UR,1188,13353,,
60,PURNEA COLLEGE OF ENGG.,ELECTRICAL ENGINEERING,General,ST,,,20,20
60,PURNEA COLLEGE OF ENGG.,ELECTRICAL ENGINEERING,General,SMQ,,,103,103
60,PURNEA COLLEGE OF ENGG.,ELECTRICAL ENGINEERING,General,SC,,,242,1305
60,PURNEA COLLEGE OF ENGG.,ELECTRICAL ENGINEERING,Female,SC,,,1609,1609
60,PURNEA COLLEGE OF ENGG.,ELECTRICAL ENGINEERING,General,RCG,,,3380,3380
60,PURNEA COLLEGE OF ENGG.,ELECTRICAL ENGINEERING,General,EWS,,,231,426
60,PURNEA COLLEGE OF ENGG.,ELECTRICAL ENGINEERING,Female,EWS,,,1737,2179
60,PURNEA COLLEGE OF ENGG.,ELECTRICAL ENGINEERING,General,E-UR,1290,1290,,
60,PURNEA COLLEGE OF ENGG.,ELECTRICAL ENGINEERING,Female,E-UR,10032,10032,,
60,PURNEA COLLEGE OF ENGG.,ELECTRICAL ENGINEERING,General,EBC,,,791,791
60,PURNEA COLLEGE OF ENGG.,ELECTRICAL ENGINEERING,Female,BC,,,4311,5444
60,PURNEA COLLEGE OF ENGG.,ELECTRO & COMMUNICATION ENGINEERING,General,UR,813,2168,,
60,PURNEA COLLEGE OF ENGG.,ELECTRO & COMMUNICATION ENGINEERING,Female,UR,1627,6948,,
60,PURNEA COLLEGE OF ENGG.,ELECTRO & COMMUNICATION ENGINEERING,General,SC,,,369,1251
60,PURNEA COLLEGE OF ENGG.,ELECTRO & COMMUNICATION ENGINEERING,General,RCG,,,1810,1835
60,PURNEA COLLEGE OF ENGG.,ELECTRO & COMMUNICATION ENGINEERING,Female,EWS,,,904,915
60,PURNEA COLLEGE OF ENGG.,ELECTRO & COMMUNICATION ENGINEERING,General,E-SC,,,891,891
60,PURNEA COLLEGE OF ENGG.,ELECTRO & COMMUNICATION ENGINEERING,Female,E-EBC,,,3242,3242
60,PURNEA COLLEGE OF ENGG.,ELECTRO & COMMUNICATION ENGINEERING,General,EBC,,,854,854
60,PURNEA COLLEGE OF ENGG.,ELECTRO & COMMUNICATION ENGINEERING,Female,EBC,,,2204,2860
60,PURNEA COLLEGE OF ENGG.,ELECTRO & COMMUNICATION ENGINEERING,General,BC,,,719,719
60,PURNEA COLLEGE OF ENGG.,ELECTRO & COMMUNICATION ENGINEERING,Female,BC,,,2120,2707
60,PURNEA COLLEGE OF ENGG.,MECHANICAL ENGINEERING,General,UR,862,4117,,
60,PURNEA COLLEGE OF ENGG.,MECHANICAL ENGINEERING,General,SC,,,955,1382
60,PURNEA COLLEGE OF ENGG.,MECHANICAL ENGINEERING,General,EWS,,,500,689
60,PURNEA COLLEGE OF ENGG.,MECHANICAL ENGINEERING,General,EBC,,,695,695
60,PURNEA COLLEGE OF ENGG.,MECHANICAL ENGINEERING,General,BC,,,880,1792
60,PURNEA COLLEGE OF ENGG.,MECHANICAL ENGINEERING,Female,BC,,,5678,6136
60,PURNEA COLLEGE OF ENGG.,MECHATRONICS ENGG,General,UR,525,4185,,
60,PURNEA COLLEGE OF ENGG.,MECHATRONICS ENGG,General,EWS,,,736,2034
60,PURNEA COLLEGE OF ENGG.,MECHATRONICS ENGG,Female,EWS,,,2988,2988
60,PURNEA COLLEGE OF ENGG.,MECHATRONICS ENGG,General,E-UR,4398,4398,,
60,PURNEA COLLEGE OF ENGG.,MECHATRONICS ENGG,Female,E-UR,10253,10253,,
60,PURNEA COLLEGE OF ENGG.,MECHATRONICS ENGG,General,EBC,,,1484,3586
60,PURNEA COLLEGE OF ENGG.,MECHATRONICS ENGG,General,BC,,,1568,3113
60,"R.R.S.D.C.E, BEGUSARAI",CHEMICAL ENGG,General,UR,820,4969,,
60,"R.R.S.D.C.E, BEGUSARAI",CHEMICAL ENGG,Female,UR,1994,15113,,
60,"R.R.S.D.C.E, BEGUSARAI",CHEMICAL ENGG,General,SMQ,,,137,137
60,"R.R.S.D.C.E, BEGUSARAI",CHEMICAL ENGG,General,SC,,,483,1635
60,"R.R.S.D.C.E, BEGUSARAI",CHEMICAL ENGG,General,RCG,,,3427,3427
60,"R.R.S.D.C.E, BEGUSARAI",CHEMICAL ENGG,General,EWS,,,451,451
60,"R.R.S.D.C.E, BEGUSARAI",CHEMICAL ENGG,Female,EWS,,,1677,1872
60,"R.R.S.D.C.E, BEGUSARAI",CHEMICAL ENGG,General,E-RCG,,,4429,4429
60,"R.R.S.D.C.E, BEGUSARAI",CHEMICAL ENGG,General,EBC,,,706,2007
60,"R.R.S.D.C.E, BEGUSARAI",CHEMICAL ENGG,Female,EBC,,,3084,3484
60,"R.R.S.D.C.E, BEGUSARAI",CHEMICAL ENGG,General,BC,,,1001,1001
60,"R.R.S.D.C.E, BEGUSARAI",CHEMICAL ENGG,Female,BC,,,6763,7096
60,"R.R.S.D.C.E, BEGUSARAI",CIVIL ENGINEERING,Female,UR,162,7086,,
61,"R.R.S.D.C.E, BEGUSARAI",CIVIL ENGINEERING,General,SC,,,81,92
61,"R.R.S.D.C.E, BEGUSARAI",CIVIL ENGINEERING,Female,SC,,,199,838
61,"R.R.S.D.C.E, BEGUSARAI",CIVIL ENGINEERING,General,RCG,,,1271,3088
61,"R.R.S.D.C.E, BEGUSARAI",CIVIL ENGINEERING,Female,EWS,,,343,422
61,"R.R.S.D.C.E, BEGUSARAI",CIVIL ENGINEERING,Female,EBC,,,492,4323
61,"R.R.S.D.C.E, BEGUSARAI",CIVIL ENGINEERING,Female,BC,,,1198,1301
61,"R.R.S.D.C.E, BEGUSARAI",COMPUTER SC. & ENGINEERING,Female,SC,,,116,1174
61,"R.R.S.D.C.E, BEGUSARAI",COMPUTER SC. & ENGINEERING,General,E-EBC,,,60,106
61,"R.R.S.D.C.E, BEGUSARAI",COMPUTER SC. & ENGINEERING,Female,EBC,,,196,196
61,"R.R.S.D.C.E, BEGUSARAI",COMPUTER SC. & ENGINEERING,General,DQ,,,46,46
61,"R.R.S.D.C.E, BEGUSARAI",COMPUTER SCIENCE & ENGG (DATA SCIENCE),General,UR,307,434,,
61,"R.R.S.D.C.E, BEGUSARAI",COMPUTER SCIENCE & ENGG (DATA SCIENCE),Female,UR,426,426,,
61,"R.R.S.D.C.E, BEGUSARAI",COMPUTER SCIENCE & ENGG (DATA SCIENCE),General,SC,,,286,379
61,"R.R.S.D.C.E, BEGUSARAI",COMPUTER SCIENCE & ENGG (DATA SCIENCE),Female,SC,,,1522,1522
61,"R.R.S.D.C.E, BEGUSARAI",COMPUTER SCIENCE & ENGG (DATA SCIENCE),General,RCG,,,544,718
61,"R.R.S.D.C.E, BEGUSARAI",COMPUTER SCIENCE & ENGG (DATA SCIENCE),Female,E-BC,,,920,920
61,"R.R.S.D.C.E, BEGUSARAI",COMPUTER SCIENCE & ENGG (DATA SCIENCE),Female,EBC,,,587,1330
61,"R.R.S.D.C.E, BEGUSARAI",COMPUTER SCIENCE & ENGG (DATA SCIENCE),Female,BC,,,533,2045
61,"R.R.S.D.C.E, BEGUSARAI",ELECTRICAL & ELECTRONICS ENGINEERING,General,UR,217,554,,
61,"R.R.S.D.C.E, BEGUSARAI",ELECTRICAL & ELECTRONICS ENGINEERING,Female,UR,884,2311,,
61,"R.R.S.D.C.E, BEGUSARAI",ELECTRICAL & ELECTRONICS ENGINEERING,General,SMQ,,,91,153
61,"R.R.S.D.C.E, BEGUSARAI",ELECTRICAL & ELECTRONICS ENGINEERING,General,SC,,,187,638
61,"R.R.S.D.C.E, BEGUSARAI",ELECTRICAL & ELECTRONICS ENGINEERING,Female,SC,,,1779,1779
61,"R.R.S.D.C.E, BEGUSARAI",ELECTRICAL & ELECTRONICS ENGINEERING,General,RCG,,,2206,2288
61,"R.R.S.D.C.E, BEGUSARAI",ELECTRICAL & ELECTRONICS ENGINEERING,Female,EWS,,,969,1210
61,"R.R.S.D.C.E, BEGUSARAI",ELECTRICAL & ELECTRONICS ENGINEERING,Female,E-UR,3140,10535,,
61,"R.R.S.D.C.E, BEGUSARAI",ELECTRICAL & ELECTRONICS ENGINEERING,Female,EBC,,,1629,5309
61,"R.R.S.D.C.E, BEGUSARAI",ELECTRICAL & ELECTRONICS ENGINEERING,General,BC,,,506,506
61,"R.R.S.D.C.E, BEGUSARAI",ELECTRICAL & ELECTRONICS ENGINEERING,Female,BC,,,2941,4992
61,"R.R.S.D.C.E, BEGUSARAI",MECHANICAL ENGINEERING,General,UR,1560,3816,,
61,"R.R.S.D.C.E, BEGUSARAI",MECHANICAL ENGINEERING,General,SC,,,525,1563
61,"R.R.S.D.C.E, BEGUSARAI",MECHANICAL ENGINEERING,Female,EWS,,,1720,2678
61,"R.R.S.D.C.E, BEGUSARAI",MECHANICAL ENGINEERING,General,E-UR,2750,2750,,
61,"R.R.S.D.C.E, BEGUSARAI",MECHANICAL ENGINEERING,Female,E-UR,10535,10535,,
61,"R.R.S.D.C.E, BEGUSARAI",MECHANICAL ENGINEERING,General,EBC,,,1151,1151
61,"R.R.S.D.C.E, BEGUSARAI",MECHANICAL ENGINEERING,Female,EBC,,,4226,5877
61,"R.R.S.D.C.E, BEGUSARAI",MECHANICAL ENGINEERING,General,BC,,,1108,1758
61,"R.R.S.D.C.E, BEGUSARAI",MECHANICAL ENGINEERING,Female,BC,,,5601,5601
61,S.C.E SASARAM,CIVIL ENGINEERING,General,UR,322,841,,
61,S.C.E SASARAM,CIVIL ENGINEERING,Female,UR,1128,1128,,
61,S.C.E SASARAM,CIVIL ENGINEERING,General,SC,,,165,165
62,S.C.E SASARAM,CIVIL ENGINEERING,Female,SC,,,1381,1483
62,S.C.E SASARAM,CIVIL ENGINEERING,General,RCG,,,280,280
62,S.C.E SASARAM,CIVIL ENGINEERING,Female,EWS,,,297,1834
62,S.C.E SASARAM,CIVIL ENGINEERING,Female,EBC,,,1322,1322
62,S.C.E SASARAM,CIVIL ENGINEERING,General,BC,,,207,207
62,S.C.E SASARAM,COMPUTER SCIENCE AND TECHNOLOGY,Female,UR,311,311,,
62,S.C.E SASARAM,COMPUTER SCIENCE AND TECHNOLOGY,General,SMQ,,,102,102
62,S.C.E SASARAM,COMPUTER SCIENCE AND TECHNOLOGY,General,SC,,,41,41
62,S.C.E SASARAM,COMPUTER SCIENCE AND TECHNOLOGY,Female,SC,,,132,1426
62,S.C.E SASARAM,COMPUTER SCIENCE AND TECHNOLOGY,General,EWS,,,144,173
62,S.C.E SASARAM,ELECTRICAL & ELECTRONICS ENGINEERING,General,UR,841,2021,,
62,S.C.E SASARAM,ELECTRICAL & ELECTRONICS ENGINEERING,General,SC,,,238,1815
62,S.C.E SASARAM,ELECTRICAL & ELECTRONICS ENGINEERING,General,RCG,,,783,1235
62,S.C.E SASARAM,ELECTRICAL & ELECTRONICS ENGINEERING,Female,EWS,,,1067,1811
62,S.C.E SASARAM,ELECTRICAL & ELECTRONICS ENGINEERING,General,E-SC,,,1836,1836
62,S.C.E SASARAM,ELECTRICAL & ELECTRONICS ENGINEERING,Female,EBC,,,1919,2837
62,S.C.E SASARAM,ELECTRICAL & ELECTRONICS ENGINEERING,Female,BC,,,1113,2179
62,S.C.E SASARAM,ELECTRONICS ENGG. (VLSI DESIGN & TECHNOLOGY),General,UR,602,4312,,
62,S.C.E SASARAM,ELECTRONICS ENGG. (VLSI DESIGN & TECHNOLOGY),Female,UR,666,4158,,
62,S.C.E SASARAM,ELECTRONICS ENGG. (VLSI DESIGN & TECHNOLOGY),General,RCG,,,2444,2444
62,S.C.E SASARAM,ELECTRONICS ENGG. (VLSI DESIGN & TECHNOLOGY),General,EWS,,,590,1120
62,S.C.E SASARAM,ELECTRONICS ENGG. (VLSI DESIGN & TECHNOLOGY),Female,EWS,,,2898,2898
62,S.C.E SASARAM,ELECTRONICS ENGG. (VLSI DESIGN & TECHNOLOGY),General,E-UR,3725,6425,,
62,S.C.E SASARAM,ELECTRONICS ENGG. (VLSI DESIGN & TECHNOLOGY),General,EBC,,,1900,3101
62,S.C.E SASARAM,ELECTRONICS ENGG. (VLSI DESIGN & TECHNOLOGY),General,BC,,,1599,1731
62,S.C.E SASARAM,ELECTRONICS ENGG. (VLSI DESIGN & TECHNOLOGY),Female,BC,,,2687,2687
62,S.C.E SASARAM,MECHANICAL ENGINEERING,General,UR,616,5856,,
62,S.C.E SASARAM,MECHANICAL ENGINEERING,General,SC,,,387,1643
62,S.C.E SASARAM,MECHANICAL ENGINEERING,General,EWS,,,761,833
62,S.C.E SASARAM,MECHANICAL ENGINEERING,Female,EWS,,,2909,2909
62,S.C.E SASARAM,MECHANICAL ENGINEERING,General,E-UR,4266,4266,,
62,S.C.E SASARAM,MECHANICAL ENGINEERING,General,EBC,,,1420,2659
62,S.C.E SASARAM,MECHANICAL ENGINEERING,General,BC,,,1666,2932
62,S.C.E SASARAM,MECHANICAL ENGINEERING,Female,BC,,,6848,6848
62,S.C.E SASARAM,MINING ENGG,General,UR,1385,3545,,
62,S.C.E SASARAM,MINING ENGG,Female,UR,5330,13205,,
62,S.C.E SASARAM,MINING ENGG,General,SC,,,1169,1703
62,S.C.E SASARAM,MINING ENGG,General,EWS,,,1393,1964
62,S.C.E SASARAM,MINING ENGG,Female,EWS,,,2495,2495
62,S.C.E SASARAM,MINING ENGG,General,E-UR,4317,4317,,
63,S.C.E SASARAM,MINING ENGG,General,E-BC,,,2192,2192
63,S.C.E SASARAM,MINING ENGG,General,EBC,,,1654,3906
63,S.C.E SASARAM,MINING ENGG,General,BC,,,1909,2989
63,S.C.E SASARAM,MINING ENGG,Female,BC,,,5626,5626
63,S.G.I.D.T. PATNA,DAIRY TECH (OPEN),General,UR,82,1055,,
63,S.G.I.D.T. PATNA,DAIRY TECH (OPEN),General,SC,,,147,1437
63,S.G.I.D.T. PATNA,DAIRY TECH (OPEN),General,EBC,,,238,238
63,S.G.I.D.T. PATNA,DAIRY TECH (OPEN),General,DQ,,,47,50
63,S.G.I.D.T. PATNA,DAIRY TECH SELF FINANCE,General,UR,1313,5528,,
63,S.G.I.D.T. PATNA,DAIRY TECH SELF FINANCE,General,SC,,,1859,1859
63,S.G.I.D.T. PATNA,DAIRY TECH SELF FINANCE,General,EBC,,,1689,3971
63,S.I.T. SITAMARHI,CIVIL ENGG WITH COMPUTER APPLICATION,General,UR,1072,3084,,
63,S.I.T. SITAMARHI,CIVIL ENGG WITH COMPUTER APPLICATION,Female,UR,5138,5138,,
63,S.I.T. SITAMARHI,CIVIL ENGG WITH COMPUTER APPLICATION,General,ST,,,104,104
63,S.I.T. SITAMARHI,CIVIL ENGG WITH COMPUTER APPLICATION,General,SC,,,528,1612
63,S.I.T. SITAMARHI,CIVIL ENGG WITH COMPUTER APPLICATION,General,EWS,,,465,514
63,S.I.T. SITAMARHI,CIVIL ENGG WITH COMPUTER APPLICATION,Female,EWS,,,2487,2487
63,S.I.T. SITAMARHI,CIVIL ENGG WITH COMPUTER APPLICATION,General,E-UR,2193,3142,,
63,S.I.T. SITAMARHI,CIVIL ENGG WITH COMPUTER APPLICATION,General,EBC,,,719,1485
63,S.I.T. SITAMARHI,CIVIL ENGG WITH COMPUTER APPLICATION,Female,EBC,,,4662,5829
63,S.I.T. SITAMARHI,CIVIL ENGG WITH COMPUTER APPLICATION,General,BC,,,861,1450
63,S.I.T. SITAMARHI,CIVIL ENGG WITH COMPUTER APPLICATION,Female,BC,,,3742,6923
63,S.I.T. SITAMARHI,CIVIL ENGINEERING,Female,UR,2668,9085,,
63,S.I.T. SITAMARHI,CIVIL ENGINEERING,General,SC,,,164,522
63,S.I.T. SITAMARHI,CIVIL ENGINEERING,Female,SC,,,788,1559
63,S.I.T. SITAMARHI,CIVIL ENGINEERING,General,RCG,,,1009,2433
63,S.I.T. SITAMARHI,CIVIL ENGINEERING,Female,EWS,,,663,959
63,S.I.T. SITAMARHI,CIVIL ENGINEERING,General,EBC,,,176,219
63,S.I.T. SITAMARHI,CIVIL ENGINEERING,Female,EBC,,,1701,2843
63,S.I.T. SITAMARHI,CIVIL ENGINEERING,Female,BC,,,1580,1722
63,S.I.T. SITAMARHI,COMPUTER SC. & ENGINEERING,General,UR,201,387,,
63,S.I.T. SITAMARHI,COMPUTER SC. & ENGINEERING,Female,SC,,,127,900
63,S.I.T. SITAMARHI,COMPUTER SC. & ENGINEERING,Female,BC,,,189,189
63,S.I.T. SITAMARHI,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),General,UR,327,701,,
63,S.I.T. SITAMARHI,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),General,SC,,,129,232
63,S.I.T. SITAMARHI,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),Female,SC,,,1110,1110
63,S.I.T. SITAMARHI,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),Female,EWS,,,186,186
63,S.I.T. SITAMARHI,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),General,E-RCG,,,399,399
63,S.I.T. SITAMARHI,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),Female,EBC,,,386,1124
63,S.I.T. SITAMARHI,ELECTRICAL ENGINEERING,General,UR,455,1256,,
63,S.I.T. SITAMARHI,ELECTRICAL ENGINEERING,Female,UR,1683,16739,,
63,S.I.T. SITAMARHI,ELECTRICAL ENGINEERING,General,SMQ,,,58,58
63,S.I.T. SITAMARHI,ELECTRICAL ENGINEERING,General,SC,,,580,1772
64,S.I.T. SITAMARHI,ELECTRICAL ENGINEERING,General,RCG,,,2463,3634
64,S.I.T. SITAMARHI,ELECTRICAL ENGINEERING,Female,EWS,,,1180,1890
64,S.I.T. SITAMARHI,ELECTRICAL ENGINEERING,Female,E-UR,6952,6952,,
64,S.I.T. SITAMARHI,ELECTRICAL ENGINEERING,General,EBC,,,227,227
64,S.I.T. SITAMARHI,ELECTRICAL ENGINEERING,Female,EBC,,,3783,3898
64,S.I.T. SITAMARHI,ELECTRICAL ENGINEERING,Female,BC,,,3329,3392
64,S.I.T. SITAMARHI,MECHANICAL ENGINEERING,General,UR,1662,3972,,
64,S.I.T. SITAMARHI,MECHANICAL ENGINEERING,General,ST,,,95,95
64,S.I.T. SITAMARHI,MECHANICAL ENGINEERING,General,SC,,,1554,1995
64,S.I.T. SITAMARHI,MECHANICAL ENGINEERING,General,EWS,,,935,1148
64,S.I.T. SITAMARHI,MECHANICAL ENGINEERING,General,EBC,,,1462,2196
64,S.I.T. SITAMARHI,MECHANICAL ENGINEERING,General,BC,,,1821,2771
64,S.I.T. SITAMARHI,MECHANICAL ENGINEERING,Female,BC,,,6762,6762
64,SAHARSA COLLEGE OF ENGG.,CIVIL ENGINEERING,General,UR,105,894,,
64,SAHARSA COLLEGE OF ENGG.,CIVIL ENGINEERING,Female,UR,2203,15074,,
64,SAHARSA COLLEGE OF ENGG.,CIVIL ENGINEERING,General,ST,,,30,51
64,SAHARSA COLLEGE OF ENGG.,CIVIL ENGINEERING,General,SC,,,152,856
64,SAHARSA COLLEGE OF ENGG.,CIVIL ENGINEERING,General,RCG,,,1745,3637
64,SAHARSA COLLEGE OF ENGG.,CIVIL ENGINEERING,General,EWS,,,337,337
64,SAHARSA COLLEGE OF ENGG.,CIVIL ENGINEERING,Female,EWS,,,1094,2520
64,SAHARSA COLLEGE OF ENGG.,CIVIL ENGINEERING,Female,EBC,,,3841,4261
64,SAHARSA COLLEGE OF ENGG.,CIVIL ENGINEERING,Female,BC,,,2438,2546
64,SAHARSA COLLEGE OF ENGG.,COMPUTER SC. & ENGINEERING,General,UR,404,656,,
64,SAHARSA COLLEGE OF ENGG.,COMPUTER SC. & ENGINEERING,Female,UR,581,581,,
64,SAHARSA COLLEGE OF ENGG.,COMPUTER SC. & ENGINEERING,General,ST,,,9,92
64,SAHARSA COLLEGE OF ENGG.,COMPUTER SC. & ENGINEERING,General,SMQ,,,45,45
64,SAHARSA COLLEGE OF ENGG.,COMPUTER SC. & ENGINEERING,General,SC,,,112,253
64,SAHARSA COLLEGE OF ENGG.,COMPUTER SC. & ENGINEERING,Female,SC,,,750,750
64,SAHARSA COLLEGE OF ENGG.,COMPUTER SC. & ENGINEERING,General,RCG,,,124,192
64,SAHARSA COLLEGE OF ENGG.,COMPUTER SC. & ENGINEERING,Female,EWS,,,172,172
64,SAHARSA COLLEGE OF ENGG.,COMPUTER SC. & ENGINEERING,General,EBC,,,148,193
64,SAHARSA COLLEGE OF ENGG.,COMPUTER SC. & ENGINEERING,Female,EBC,,,229,229
64,SAHARSA COLLEGE OF ENGG.,COMPUTER SC. & ENGINEERING,General,BC,,,277,277
64,SAHARSA COLLEGE OF ENGG.,COMPUTER SCIENCE & ENGG (DATA SCIENCE),Female,UR,459,3687,,
64,SAHARSA COLLEGE OF ENGG.,COMPUTER SCIENCE & ENGG (DATA SCIENCE),Female,ST,,,72,72
64,SAHARSA COLLEGE OF ENGG.,COMPUTER SCIENCE & ENGG (DATA SCIENCE),General,SC,,,418,1823
64,SAHARSA COLLEGE OF ENGG.,COMPUTER SCIENCE & ENGG (DATA SCIENCE),General,RCG,,,559,1774
64,SAHARSA COLLEGE OF ENGG.,COMPUTER SCIENCE & ENGG (DATA SCIENCE),Female,EWS,,,246,246
