page_no,institute,branch,seat_type,category,ur_opening,ur_closing,cat_opening,cat_closing
1,B.C.E. BAKHTIYARPUR,CIVIL ENGINEERING,Female,UR,73,662,,
1,B.C.E. BAKHTIYARPUR,CIVIL ENGINEERING,General,SC,,,23,27
1,B.C.E. BAKHTIYARPUR,CIVIL ENGINEERING,General,EWS,,,53,53
1,B.C.E. BAKHTIYARPUR,CIVIL ENGINEERING,General,E-UR,13,13,,
1,B.C.E. BAKHTIYARPUR,CIVIL ENGINEERING,General,EBC,,,38,119
1,B.C.E. BAKHTIYARPUR,COMPUTER SC. & ENGINEERING,Female,UR,40,137,,
1,B.C.E. BAKHTIYARPUR,COMPUTER SC. & ENGINEERING,General,DQ,,,5,40
1,B.C.E. BAKHTIYARPUR,COMPUTER SCIENCE & ENGG (INTERNET OF THINGS),General,UR,104,213,,
1,B.C.E. BAKHTIYARPUR,COMPUTER SCIENCE & ENGG (INTERNET OF THINGS),Female,UR,140,140,,
1,B.C.E. BAKHTIYARPUR,COMPUTER SCIENCE & ENGG (INTERNET OF THINGS),General,E-UR,138,138,,
1,B.C.E. BAKHTIYARPUR,COMPUTER SCIENCE & ENGG (INTERNET OF THINGS),General,DQ,,,19,69
1,B.C.E. BAKHTIYARPUR,COMPUTER SCIENCE & ENGG (INTERNET OF THINGS),General,BC,,,81,81
1,B.C.E. BAKHTIYARPUR,ELECTRICAL & ELECTRONICS ENGINEERING,General,UR,179,712,,
1,B.C.E. BAKHTIYARPUR,ELECTRICAL & ELECTRONICS ENGINEERING,Female,UR,148,508,,
1,B.C.E. BAKHTIYARPUR,ELECTRICAL & ELECTRONICS ENGINEERING,Female,SC,,,324,469
1,B.C.E. BAKHTIYARPUR,ELECTRICAL & ELECTRONICS ENGINEERING,Female,EBC,,,329,607
1,B.C.E. BAKHTIYARPUR,ELECTRICAL & ELECTRONICS ENGINEERING,General,BC,,,113,374
1,B.C.E. BAKHTIYARPUR,ELECTRICAL & ELECTRONICS ENGINEERING,Female,BC,,,196,309
1,B.C.E. BAKHTIYARPUR,FIRE TECHNOLOGY & SAFETY,General,UR,2469,3717,,
1,B.C.E. BAKHTIYARPUR,FIRE TECHNOLOGY & SAFETY,Female,UR,4281,17512,,
1,B.C.E. BAKHTIYARPUR,FIRE TECHNOLOGY & SAFETY,General,SMQ,,,27,27
1,B.C.E. BAKHTIYARPUR,FIRE TECHNOLOGY & SAFETY,General,SC,,,1142,1462
1,B.C.E. BAKHTIYARPUR,FIRE TECHNOLOGY & SAFETY,Female,SC,,,1174,1174
1,B.C.E. BAKHTIYARPUR,FIRE TECHNOLOGY & SAFETY,General,RCG,,,4075,4075
1,B.C.E. BAKHTIYARPUR,FIRE TECHNOLOGY & SAFETY,General,EWS,,,640,753
1,B.C.E. BAKHTIYARPUR,FIRE TECHNOLOGY & SAFETY,Female,EWS,,,1216,1216
1,B.C.E. BAKHTIYARPUR,FIRE TECHNOLOGY & SAFETY,Female,E-EBC,,,4563,4563
1,B.C.E. BAKHTIYARPUR,FIRE TECHNOLOGY & SAFETY,Female,EBC,,,3162,3646
1,B.C.E. BAKHTIYARPUR,FIRE TECHNOLOGY & SAFETY,General,BC,,,1232,1232
1,B.C.E. BAKHTIYARPUR,MECHANICAL ENGINEERING,General,UR,144,637,,
1,B.C.E. BAKHTIYARPUR,MECHANICAL ENGINEERING,Female,UR,626,2306,,
1,B.C.E. BAKHTIYARPUR,MECHANICAL ENGINEERING,General,SC,,,66,664
1,B.C.E. BAKHTIYARPUR,MECHANICAL ENGINEERING,Female,SC,,,966,1663
1,B.C.E. BAKHTIYARPUR,MECHANICAL ENGINEERING,General,RCG,,,971,3261
1,B.C.E. BAKHTIYARPUR,MECHANICAL ENGINEERING,Female,EWS,,,507,1216
1,B.C.E. BAKHTIYARPUR,MECHANICAL ENGINEERING,General,E-RCG,,,1877,1877
1,B.C.E. BAKHTIYARPUR,MECHANICAL ENGINEERING,Female,EBC,,,1786,3959
1,B.C.E. BAKHTIYARPUR,MECHANICAL ENGINEERING,Female,BC,,,679,5123
1,B.C.E. BHAGALPUR,CIVIL ENGINEERING,General,UR,15,122,,
1,B.C.E. BHAGALPUR,CIVIL ENGINEERING,General,SC,,,9,9
1,B.C.E. BHAGALPUR,CIVIL ENGINEERING,Female,SC,,,31,31
1,B.C.E. BHAGALPUR,CIVIL ENGINEERING,General,RCG,,,16,187
1,B.C.E. BHAGALPUR,CIVIL ENGINEERING,General,EWS,,,31,32
1,B.C.E. BHAGALPUR,CIVIL ENGINEERING,General,DQ,,,35,61
2,B.C.E. BHAGALPUR,CIVIL ENGINEERING,General,BC,,,144,144
2,B.C.E. BHAGALPUR,COMPUTER SC. & ENGINEERING,Female,UR,22,161,,
2,B.C.E. BHAGALPUR,COMPUTER SC. & ENGINEERING,General,SMQ,,,1,1
2,B.C.E. BHAGALPUR,COMPUTER SC. & ENGINEERING,General,SC,,,6,13
2,B.C.E. BHAGALPUR,COMPUTER SC. & ENGINEERING,General,EBC,,,4,27
2,B.C.E. BHAGALPUR,COMPUTER SC. & ENGINEERING,Female,EBC,,,11,11
2,B.C.E. BHAGALPUR,COMPUTER SC. & ENGINEERING,General,BC,,,7,27
2,B.C.E. BHAGALPUR,ELECTRICAL ENGINEERING,General,UR,42,118,,
2,B.C.E. BHAGALPUR,ELECTRICAL ENGINEERING,General,SMQ,,,3,3
2,B.C.E. BHAGALPUR,ELECTRICAL ENGINEERING,Female,SC,,,98,98
2,B.C.E. BHAGALPUR,ELECTRICAL ENGINEERING,Female,EWS,,,99,99
2,B.C.E. BHAGALPUR,ELECTRICAL ENGINEERING,Female,E-SC,,,269,269
2,B.C.E. BHAGALPUR,ELECTRICAL ENGINEERING,General,E-EBC,,,77,77
2,B.C.E. BHAGALPUR,ELECTRICAL ENGINEERING,General,EBC,,,62,126
2,B.C.E. BHAGALPUR,ELECTRICAL ENGINEERING,General,BC,,,38,216
2,B.C.E. BHAGALPUR,ELECTRO & COMMUNICATION ENGINEERING,General,UR,29,29,,
2,B.C.E. BHAGALPUR,ELECTRO & COMMUNICATION ENGINEERING,General,SC,,,84,84
2,B.C.E. BHAGALPUR,ELECTRO & COMMUNICATION ENGINEERING,General,EWS,,,18,28
2,B.C.E. BHAGALPUR,ELECTRO & COMMUNICATION ENGINEERING,Female,E-UR,187,438,,
2,B.C.E. BHAGALPUR,ELECTRO & COMMUNICATION ENGINEERING,General,EBC,,,30,30
2,B.C.E. BHAGALPUR,MECHANICAL ENGINEERING,General,UR,232,289,,
2,B.C.E. BHAGALPUR,MECHANICAL ENGINEERING,Female,UR,565,1910,,
2,B.C.E. BHAGALPUR,MECHANICAL ENGINEERING,General,SC,,,78,140
2,B.C.E. BHAGALPUR,MECHANICAL ENGINEERING,Female,SC,,,1260,1982
2,B.C.E. BHAGALPUR,MECHANICAL ENGINEERING,General,E-UR,361,361,,
2,B.C.E. BHAGALPUR,MECHANICAL ENGINEERING,Female,EBC,,,441,1006
2,B.P.M.C.E. MADHEPURA,3-D ANIMATION & GRAPHICS,General,UR,2023,4743,,
2,B.P.M.C.E. MADHEPURA,3-D ANIMATION & GRAPHICS,Female,UR,924,17035,,
2,B.P.M.C.E. MADHEPURA,3-D ANIMATION & GRAPHICS,General,SMQ,,,69,69
2,B.P.M.C.E. MADHEPURA,3-D ANIMATION & GRAPHICS,General,SC,,,706,1763
2,B.P.M.C.E. MADHEPURA,3-D ANIMATION & GRAPHICS,Female,SC,,,1529,1529
2,B.P.M.C.E. MADHEPURA,3-D ANIMATION & GRAPHICS,General,RCG,,,3684,3684
2,B.P.M.C.E. MADHEPURA,3-D ANIMATION & GRAPHICS,General,EWS,,,394,1005
2,B.P.M.C.E. MADHEPURA,3-D ANIMATION & GRAPHICS,Female,EWS,,,1305,1305
2,B.P.M.C.E. MADHEPURA,3-D ANIMATION & GRAPHICS,General,E-UR,2802,2802,,
2,B.P.M.C.E. MADHEPURA,3-D ANIMATION & GRAPHICS,Female,E-UR,8294,8294,,
2,B.P.M.C.E. MADHEPURA,3-D ANIMATION & GRAPHICS,General,EBC,,,1068,1503
2,B.P.M.C.E. MADHEPURA,3-D ANIMATION & GRAPHICS,Female,EBC,,,4477,4477
2,B.P.M.C.E. MADHEPURA,3-D ANIMATION & GRAPHICS,General,BC,,,1878,1878
2,B.P.M.C.E. MADHEPURA,3-D ANIMATION & GRAPHICS,Female,BC,,,6052,6280
2,B.P.M.C.E. MADHEPURA,CIVIL ENGG WITH COMPUTER APPLICATION,General,UR,657,3645,,
2,B.P.M.C.E. MADHEPURA,CIVIL ENGG WITH COMPUTER APPLICATION,Female,UR,6116,8485,,
2,B.P.M.C.E. MADHEPURA,CIVIL ENGG WITH COMPUTER APPLICATION,General,SC,,,484,610
2,B.P.M.C.E. MADHEPURA,CIVIL ENGG WITH COMPUTER APPLICATION,General,RCG,,,3553,3553
2,B.P.M.C.E. MADHEPURA,CIVIL ENGG WITH COMPUTER APPLICATION,General,EWS,,,298,816
2,B.P.M.C.E. MADHEPURA,CIVIL ENGG WITH COMPUTER APPLICATION,Female,EWS,,,2402,2402
2,B.P.M.C.E. MADHEPURA,CIVIL ENGG WITH COMPUTER APPLICATION,General,E-ST,,,48,48
2,B.P.M.C.E. MADHEPURA,CIVIL ENGG WITH COMPUTER APPLICATION,General,EBC,,,621,621
2,B.P.M.C.E. MADHEPURA,CIVIL ENGG WITH COMPUTER APPLICATION,Female,EBC,,,4320,4320
3,B.P.M.C.E. MADHEPURA,CIVIL ENGG WITH COMPUTER APPLICATION,Female,BC,,,4099,4932
3,B.P.M.C.E. MADHEPURA,CIVIL ENGINEERING,Female,UR,2809,8597,,
3,B.P.M.C.E. MADHEPURA,CIVIL ENGINEERING,General,SC,,,43,79
3,B.P.M.C.E. MADHEPURA,CIVIL ENGINEERING,Female,SC,,,392,823
3,B.P.M.C.E. MADHEPURA,CIVIL ENGINEERING,General,RCG,,,1254,1508
3,B.P.M.C.E. MADHEPURA,CIVIL ENGINEERING,General,EWS,,,226,226
3,B.P.M.C.E. MADHEPURA,CIVIL ENGINEERING,Female,EWS,,,972,1133
3,B.P.M.C.E. MADHEPURA,CIVIL ENGINEERING,Female,E-UR,4302,10559,,
3,B.P.M.C.E. MADHEPURA,CIVIL ENGINEERING,General,E-SC,,,125,125
3,B.P.M.C.E. MADHEPURA,CIVIL ENGINEERING,General,EBC,,,221,221
3,B.P.M.C.E. MADHEPURA,CIVIL ENGINEERING,Female,EBC,,,2096,3770
3,B.P.M.C.E. MADHEPURA,CIVIL ENGINEERING,Female,BC,,,1927,4869
3,B.P.M.C.E. MADHEPURA,COMPUTER SC. & ENGINEERING,General,UR,47,570,,
3,B.P.M.C.E. MADHEPURA,COMPUTER SC. & ENGINEERING,Female,UR,338,343,,
3,B.P.M.C.E. MADHEPURA,COMPUTER SC. & ENGINEERING,Female,ST,,,8,8
3,B.P.M.C.E. MADHEPURA,COMPUTER SC. & ENGINEERING,Female,SC,,,947,1595
3,B.P.M.C.E. MADHEPURA,COMPUTER SC. & ENGINEERING,Female,E-SC,,,1514,1878
3,B.P.M.C.E. MADHEPURA,COMPUTER SC. & ENGINEERING,General,EBC,,,106,175
3,B.P.M.C.E. MADHEPURA,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),General,UR,308,641,,
3,B.P.M.C.E. MADHEPURA,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),General,ST,,,50,50
3,B.P.M.C.E. MADHEPURA,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),General,SMQ,,,48,165
3,B.P.M.C.E. MADHEPURA,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),General,SC,,,379,390
3,B.P.M.C.E. MADHEPURA,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),Female,SC,,,1595,1595
3,B.P.M.C.E. MADHEPURA,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),Female,EWS,,,103,533
3,B.P.M.C.E. MADHEPURA,COMPUTER SCIENCE & ENGG (ARTIFICAL INTELLIGENCE & MACHINE LEARNING),General,EBC,,,177,177
3,B.P.M.C.E. MADHEPURA,ELECTRICAL & ELECTRONICS ENGINEERING,General,UR,967,3164,,
3,B.P.M.C.E. MADHEPURA,ELECTRICAL & ELECTRONICS ENGINEERING,Female,UR,5349,15894,,
3,B.P.M.C.E. MADHEPURA,ELECTRICAL & ELECTRONICS ENGINEERING,General,SC,,,206,1233
3,B.P.M.C.E. MADHEPURA,ELECTRICAL & ELECTRONICS ENGINEERING,General,RCG,,,2799,2863
3,B.P.M.C.E. MADHEPURA,ELECTRICAL & ELECTRONICS ENGINEERING,General,EWS,,,334,603
3,B.P.M.C.E. MADHEPURA,ELECTRICAL & ELECTRONICS ENGINEERING,Female,EWS,,,1524,2556
3,B.P.M.C.E. MADHEPURA,ELECTRICAL & ELECTRONICS ENGINEERING,General,E-UR,1945,3789,,
3,B.P.M.C.E. MADHEPURA,ELECTRICAL & ELECTRONICS ENGINEERING,Female,E-EBC,,,5808,5808
3,B.P.M.C.E. MADHEPURA,ELECTRICAL & ELECTRONICS ENGINEERING,General,EBC,,,767,1267
3,B.P.M.C.E. MADHEPURA,ELECTRICAL & ELECTRONICS ENGINEERING,Female,EBC,,,5065,5688
3,B.P.M.C.E. MADHEPURA,ELECTRICAL & ELECTRONICS ENGINEERING,Female,BC,,,3863,7130
3,B.P.M.C.E. MADHEPURA,MECHANICAL ENGINEERING,General,UR,1965,5294,,
3,B.P.M.C.E. MADHEPURA,MECHANICAL ENGINEERING,Female,UR,9765,9765,,
3,B.P.M.C.E. MADHEPURA,MECHANICAL ENGINEERING,General,SC,,,1194,1956
3,B.P.M.C.E. MADHEPURA,MECHANICAL ENGINEERING,General,EWS,,,714,1226
3,B.P.M.C.E. MADHEPURA,MECHANICAL ENGINEERING,Female,EWS,,,2508,2991
3,B.P.M.C.E. MADHEPURA,MECHANICAL ENGINEERING,Female,E-UR,12113,12113,,
4,B.P.M.C.E. MADHEPURA,MECHANICAL ENGINEERING,General,E-EBC,,,1483,1483
4,B.P.M.C.E. MADHEPURA,MECHANICAL ENGINEERING,General,EBC,,,1183,1660
4,B.P.M.C.E. MADHEPURA,MECHANICAL ENGINEERING,Female,BC,,,4968,7130
4,"CIPET:IPT, BIHTA, PATNA",CHEMICAL ENGINEERING (PLASTIC AND POLYMER),General,UR,2601,5988,,
4,"CIPET:IPT, BIHTA, PATNA",CHEMICAL ENGINEERING (PLASTIC AND POLYMER),Female,UR,5513,5513,,
4,"CIPET:IPT, BIHTA, PATNA",CHEMICAL ENGINEERING (PLASTIC AND POLYMER),General,SC,,,1294,1448
4,"CIPET:IPT, BIHTA, PATNA",CHEMICAL ENGINEERING (PLASTIC AND POLYMER),General,RCG,,,3469,3469
4,"CIPET:IPT, BIHTA, PATNA",CHEMICAL ENGINEERING (PLASTIC AND POLYMER),General,EWS,,,712,1673
4,"CIPET:IPT, BIHTA, PATNA",CHEMICAL ENGINEERING (PLASTIC AND POLYMER),Female,EWS,,,2223,2223
4,"CIPET:IPT, BIHTA, PATNA",CHEMICAL ENGINEERING (PLASTIC AND POLYMER),General,EBC,,,959,4504
4,"CIPET:IPT, BIHTA, PATNA",CHEMICAL ENGINEERING (PLASTIC AND POLYMER),Female,EBC,,,4039,4039
4,"CIPET:IPT, BIHTA, PATNA",CHEMICAL ENGINEERING (PLASTIC AND POLYMER),General,BC,,,1395,3192
4,"CIPET:IPT, BIHTA, PATNA",CHEMICAL ENGINEERING (PLASTIC AND POLYMER),Female,BC,,,6424,6424
4,"CIPET:IPT, BIHTA, PATNA",MECHANICAL ENGINEERING,General,UR,446,4519,,
4,"CIPET:IPT, BIHTA, PATNA",MECHANICAL ENGINEERING,Female,UR,434,18487,,
4,"CIPET:IPT, BIHTA, PATNA",MECHANICAL ENGINEERING,General,SC,,,161,974
4,"CIPET:IPT, BIHTA, PATNA",MECHANICAL ENGINEERING,General,RCG,,,2520,2520
4,"CIPET:IPT, BIHTA, PATNA",MECHANICAL ENGINEERING,General,EWS,,,254,254
4,"CIPET:IPT, BIHTA, PATNA",MECHANICAL ENGINEERING,Female,EWS,,,1440,1440
4,"CIPET:IPT, BIHTA, PATNA",MECHANICAL ENGINEERING,General,EBC,,,733,1012
4,"CIPET:IPT, BIHTA, PATNA",MECHANICAL ENGINEERING,Female,EBC,,,3159,3959
4,"CIPET:IPT, BIHTA, PATNA",MECHANICAL ENGINEERING,Female,BC,,,3858,3858
4,"CIPET:IPT, BIHTA, PATNA",PETROCHEMICAL ENGINEERING,General,UR,25,2984,,
4,"CIPET:IPT, BIHTA, PATNA",PETROCHEMICAL ENGINEERING,Female,UR,4584,4584,,
4,"CIPET:IPT, BIHTA, PATNA",PETROCHEMICAL ENGINEERING,General,SC,,,942,1342
4,"CIPET:IPT, BIHTA, PATNA",PETROCHEMICAL ENGINEERING,Female,EWS,,,1272,1272
4,"CIPET:IPT, BIHTA, PATNA",PETROCHEMICAL ENGINEERING,General,EBC,,,955,1149
4,"CIPET:IPT, BIHTA, PATNA",PETROCHEMICAL ENGINEERING,Female,EBC,,,1705,1705
4,"CIPET:IPT, BIHTA, PATNA",PETROCHEMICAL ENGINEERING,General,BC,,,714,3150
4,"COLLEGE OF AGRICULTURAL ENGINEERING, ARA, BHOJPUR",AGRICULTURE ENGINEERING,General,UR,114,3390,,
4,"COLLEGE OF AGRICULTURAL ENGINEERING, ARA, BHOJPUR",AGRICULTURE ENGINEERING,General,ST,,,15,15
4,"COLLEGE OF AGRICULTURAL ENGINEERING, ARA, BHOJPUR",AGRICULTURE ENGINEERING,General,SC,,,153,1188
4,"COLLEGE OF AGRICULTURAL ENGINEERING, ARA, BHOJPUR",AGRICULTURE ENGINEERING,General,RCG,,,748,1102
4,"COLLEGE OF AGRICULTURAL ENGINEERING, ARA, BHOJPUR",AGRICULTURE ENGINEERING,General,EWS,,,357,456
5,"COLLEGE OF AGRICULTURAL ENGINEERING, ARA, BHOJPUR",AGRICULTURE ENGINEERING,General,EBC,,,653,2101
5,"COLLEGE OF AGRICULTURAL ENGINEERING, ARA, BHOJPUR",AGRICULTURE ENGINEERING,General,BC,,,732,1779
5,D.C.E. DARBHANGA,CIVIL ENGINEERING,General,UR,56,56,,
5,D.C.E. DARBHANGA,CIVIL ENGINEERING,Female,SC,,,60,753
5,D.C.E. DARBHANGA,CIVIL ENGINEERING,Female,EWS,,,111,111
5,D.C.E. DARBHANGA,CIVIL ENGINEERING,General,E-BC,,,162,232
5,D.C.E. DARBHANGA,CIVIL ENGINEERING,General,EBC,,,71,176
5,D.C.E. DARBHANGA,CIVIL ENGINEERING,General,BC,,,85,127
5,D.C.E. DARBHANGA,COMPUTER SC. & ENGINEERING,General,UR,38,38,,
5,D.C.E. DARBHANGA,COMPUTER SC. & ENGINEERING,Female,UR,186,280,,
5,D.C.E. DARBHANGA,COMPUTER SC. & ENGINEERING,General,SC,,,27,145
5,D.C.E. DARBHANGA,COMPUTER SC. & ENGINEERING,Female,SC,,,106,106
5,D.C.E. DARBHANGA,COMPUTER SC. & ENGINEERING,General,EBC,,,13,32
5,D.C.E. DARBHANGA,COMPUTER SC. & ENGINEERING,General,DQ,,,6,38
5,D.C.E. DARBHANGA,COMPUTER SCIENCE & ENGG (CYBER SECURITY),General,UR,38,513,,
5,D.C.E. DARBHANGA,COMPUTER SCIENCE & ENGG (CYBER SECURITY),General,SC,,,67,67
5,D.C.E. DARBHANGA,COMPUTER SCIENCE & ENGG (CYBER SECURITY),Female,SC,,,88,432
5,D.C.E. DARBHANGA,COMPUTER SCIENCE & ENGG (CYBER SECURITY),General,E-EBC,,,96,163
5,D.C.E. DARBHANGA,COMPUTER SCIENCE & ENGG (CYBER SECURITY),General,EBC,,,65,78
5,D.C.E. DARBHANGA,COMPUTER SCIENCE & ENGG (CYBER SECURITY),General,BC,,,74,206
5,D.C.E. DARBHANGA,ELECTRICAL & ELECTRONICS ENGINEERING,General,UR,239,239,,
5,D.C.E. DARBHANGA,ELECTRICAL & ELECTRONICS ENGINEERING,Female,UR,644,644,,
5,D.C.E. DARBHANGA,ELECTRICAL & ELECTRONICS ENGINEERING,General,SMQ,,,6,33
5,D.C.E. DARBHANGA,ELECTRICAL & ELECTRONICS ENGINEERING,General,SC,,,61,144
5,D.C.E. DARBHANGA,ELECTRICAL & ELECTRONICS ENGINEERING,Female,EWS,,,234,280
5,D.C.E. DARBHANGA,ELECTRICAL & ELECTRONICS ENGINEERING,General,E-BC,,,171,418
5,D.C.E. DARBHANGA,ELECTRICAL & ELECTRONICS ENGINEERING,Female,EBC,,,546,546
5,D.C.E. DARBHANGA,ELECTRICAL & ELECTRONICS ENGINEERING,General,BC,,,107,163
5,D.C.E. DARBHANGA,FIRE TECHNOLOGY & SAFETY,General,UR,1230,5338,,
5,D.C.E. DARBHANGA,FIRE TECHNOLOGY & SAFETY,Female,UR,5326,13324,,
5,D.C.E. DARBHANGA,FIRE TECHNOLOGY & SAFETY,General,SC,,,1466,1781
5,D.C.E. DARBHANGA,FIRE TECHNOLOGY & SAFETY,General,EWS,,,697,1287
5,D.C.E. DARBHANGA,FIRE TECHNOLOGY & SAFETY,General,E-UR,4344,6235,,
5,D.C.E. DARBHANGA,FIRE TECHNOLOGY & SAFETY,Female,E-UR,11032,11032,,
5,D.C.E. DARBHANGA,FIRE TECHNOLOGY & SAFETY,General,EBC,,,1492,2703
5,D.C.E. DARBHANGA,FIRE TECHNOLOGY & SAFETY,General,BC,,,1506,3011
5,D.C.E. DARBHANGA,FIRE TECHNOLOGY & SAFETY,Female,BC,,,5313,5313
5,D.C.E. DARBHANGA,MECHANICAL ENGINEERING,General,UR,365,769,,
5,D.C.E. DARBHANGA,MECHANICAL ENGINEERING,Female,UR,2344,12618,,
5,D.C.E. DARBHANGA,MECHANICAL ENGINEERING,General,ST,,,35,35
5,D.C.E. DARBHANGA,MECHANICAL ENGINEERING,General,SMQ,,,42,42
6,D.C.E. DARBHANGA,MECHANICAL ENGINEERING,General,SC,,,215,302
6,D.C.E. DARBHANGA,MECHANICAL ENGINEERING,Female,SC,,,786,786
6,D.C.E. DARBHANGA,MECHANICAL ENGINEERING,General,RCG,,,2823,3261
6,D.C.E. DARBHANGA,MECHANICAL ENGINEERING,Female,EWS,,,1354,1658
6,D.C.E. DARBHANGA,MECHANICAL ENGINEERING,General,E-EBC,,,331,331
6,D.C.E. DARBHANGA,MECHANICAL ENGINEERING,Female,E-BC,,,5123,5123
6,D.C.E. DARBHANGA,MECHANICAL ENGINEERING,Female,EBC,,,2276,4324
6,D.C.E. DARBHANGA,MECHANICAL ENGINEERING,General,BC,,,175,819
6,D.C.E. DARBHANGA,MECHANICAL ENGINEERING,Female,BC,,,2444,4189
6,DR. APJ ABDUL KALAM WOMENS INST. OF TECH.,BIOINFORMATICS (BI),General,RCG,,,3816,3816
6,DR. APJ ABDUL KALAM WOMENS INST. OF TECH.,BIOINFORMATICS (BI),General,EWS,,,1993,2576
6,DR. APJ ABDUL KALAM WOMENS INST. OF TECH.,BIOINFORMATICS (BI),General,EBC,,,1916,5781
6,DR. APJ ABDUL KALAM WOMENS INST. OF TECH.,BIOINFORMATICS (BI),General,BC,,,3312,6835
6,DR. APJ ABDUL KALAM WOMENS INST. OF TECH.,COMPUTER SC. & ENGINEERING,General,UR,430,7062,,
6,DR. APJ ABDUL KALAM WOMENS INST. OF TECH.,COMPUTER SC. & ENGINEERING,General,ST,,,83,83
6,DR. APJ ABDUL KALAM WOMENS INST. OF TECH.,COMPUTER SC. & ENGINEERING,General,SC,,,676,1977
6,DR. APJ ABDUL KALAM WOMENS INST. OF TECH.,COMPUTER SC. & ENGINEERING,General,RCG,,,1085,1114
6,DR. APJ ABDUL KALAM WOMENS INST. OF TECH.,COMPUTER SC. & ENGINEERING,General,EWS,,,470,1223
6,DR. APJ ABDUL KALAM WOMENS INST. OF TECH.,COMPUTER SC. & ENGINEERING,General,EBC,,,837,3005
6,DR. APJ ABDUL KALAM WOMENS INST. OF TECH.,COMPUTER SC. & ENGINEERING,General,BC,,,1107,2749
6,DR. APJ ABDUL KALAM WOMENS INST. OF TECH.,I.T.,General,UR,3144,9389,,
6,DR. APJ ABDUL KALAM WOMENS INST. OF TECH.,I.T.,General,RCG,,,2387,2671
6,DR. APJ ABDUL KALAM WOMENS INST. OF TECH.,I.T.,General,EWS,,,1126,2848
6,DR. APJ ABDUL KALAM WOMENS INST. OF TECH.,I.T.,General,EBC,,,1800,5677
6,DR. APJ ABDUL KALAM WOMENS INST. OF TECH.,I.T.,General,BC,,,2179,4512
6,G.C.E. GAYA,CIVIL ENGINEERING,General,UR,17,175,,
6,G.C.E. GAYA,CIVIL ENGINEERING,Female,ST,,,21,21
6,G.C.E. GAYA,CIVIL ENGINEERING,General,RCG,,,76,76
6,G.C.E. GAYA,CIVIL ENGINEERING,General,DQ,,,15,15
6,G.C.E. GAYA,COMPUTER SC. & ENGINEERING,General,UR,30,92,,
6,G.C.E. GAYA,COMPUTER SC. & ENGINEERING,General,SC,,,37,37
6,G.C.E. GAYA,COMPUTER SC. & ENGINEERING,General,EWS,,,12,24
6,G.C.E. GAYA,COMPUTER SC. & ENGINEERING,General,EBC,,,76,76
7,G.C.E. GAYA,COMPUTER SC. & ENGINEERING,Female,EBC,,,36,82
7,G.C.E. GAYA,COMPUTER SC. & ENGINEERING,General,DQ,,,17,51
7,G.C.E. GAYA,ELECTRICAL & ELECTRONICS ENGINEERING,General,UR,229,365,,
7,G.C.E. GAYA,ELECTRICAL & ELECTRONICS ENGINEERING,General,ST,,,86,86
7,G.C.E. GAYA,ELECTRICAL & ELECTRONICS ENGINEERING,General,SC,,,205,414
7,G.C.E. GAYA,ELECTRICAL & ELECTRONICS ENGINEERING,Female,SC,,,167,1766
7,G.C.E. GAYA,ELECTRICAL & ELECTRONICS ENGINEERING,General,RCG,,,166,259
7,G.C.E. GAYA,ELECTRICAL & ELECTRONICS ENGINEERING,General,EBC,,,126,166
7,G.C.E. GAYA,ELECTRICAL & ELECTRONICS ENGINEERING,Female,EBC,,,133,370
7,G.C.E. GAYA,MECHANICAL ENGINEERING,General,UR,597,953,,
7,G.C.E. GAYA,MECHANICAL ENGINEERING,Female,UR,1708,17471,,
7,G.C.E. GAYA,MECHANICAL ENGINEERING,General,SC,,,313,440
7,G.C.E. GAYA,MECHANICAL ENGINEERING,Female,SC,,,697,697
7,G.C.E. GAYA,MECHANICAL ENGINEERING,General,RCG,,,2796,2796
7,G.C.E. GAYA,MECHANICAL ENGINEERING,Female,EWS,,,1794,2826
7,G.C.E. GAYA,MECHANICAL ENGINEERING,Female,E-EBC,,,4503,4503
7,G.C.E. GAYA,MECHANICAL ENGINEERING,General,EBC,,,324,324
7,G.C.E. GAYA,MECHANICAL ENGINEERING,Female,EBC,,,1874,5703
7,G.C.E. GAYA,MECHANICAL ENGINEERING,General,BC,,,350,419
7,G.C.E. GAYA,MECHANICAL ENGINEERING,Female,BC,,,1991,6781
7,GOVT ENGG COLLEGE W. CHAMPARAN,CIVIL ENGINEERING,General,UR,90,1148,,
7,GOVT ENGG COLLEGE W. CHAMPARAN,CIVIL ENGINEERING,Female,UR,2139,13682,,
7,GOVT ENGG COLLEGE W. CHAMPARAN,CIVIL ENGINEERING,General,SMQ,,,120,120
7,GOVT ENGG COLLEGE W. CHAMPARAN,CIVIL ENGINEERING,General,SC,,,59,1018
7,GOVT ENGG COLLEGE W. CHAMPARAN,CIVIL ENGINEERING,Female,SC,,,1713,1829
